GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0051710	146.824662441972	-0.218084620964928	0.17948337378045	-1.215068651605	0.224339908680164	0.575528942205035	chr2L	9702441	9705954	-	protein_coding	CG31710
FBgn0260744	503.146078926339	0.172982754719054	0.142590968950586	1.21313962582721	0.22507644214103	0.576132398872684	chr3R	11971006	11974910	-	protein_coding	Tango9
FBgn0036680	10.6478325918653	0.2677724058218	0.220909305906771	1.21213728286669	0.22545983421432	0.576132398872684	chr3L	16939099	16957689	-	protein_coding	Cpr73D
FBgn0052112	125.606524290995	-0.213590770394316	0.176120410945068	-1.21275421314419	0.225223805770137	0.576132398872684	chr3L	12741717	12745154	+	protein_coding	CG32112
FBgn0035356	95.9804909510624	0.236167796343384	0.194767657525889	1.21256167139553	0.225297450457885	0.576132398872684	chr3L	2600330	2601536	+	protein_coding	CG16986
FBgn0036814	1763.71928406068	-0.171424020460227	0.141413998167395	-1.21221394403479	0.225430495173339	0.576132398872684	chr3L	18802264	18820675	-	protein_coding	CG14073
FBgn0033374	11.3634990632653	0.260590676379243	0.215002203602425	1.21203723502815	0.225498127682685	0.576132398872684	chr2R	9092505	9094658	-	protein_coding	Boot
FBgn0033814	701.367862298176	0.159285577194506	0.131393281313264	1.2122809903403	0.225404838076986	0.576132398872684	chr2R	13231757	13235296	-	protein_coding	Qsox1
FBgn0003941	22317.4098376988	-0.130276694223378	0.107377708360088	-1.21325642177516	0.225031798481084	0.576132398872684	chr2L	4227698	4228561	+	protein_coding	RpL40
FBgn0031920	17.01691935186	-0.279520397739532	0.230464009758655	-1.21285921403628	0.22518365155452	0.576132398872684	chr2L	7474703	7476952	+	protein_coding	CG6441
FBgn0023521	138.592741702061	0.197716079976155	0.163179819280805	1.21164541576014	0.225648141834321	0.57634546058716	chrX	1940306	1941536	+	protein_coding	CG3587
FBgn0037384	207.980274055361	0.186836015509366	0.154294496533127	1.21090524748077	0.22593172126379	0.576899445293108	chr3R	5824614	5826576	+	protein_coding	dgrn
FBgn0037238	21.576432507952	-0.283363103098518	0.234091460871406	-1.21048030561943	0.226094643419433	0.577145104816027	chr3R	4359882	4366855	+	protein_coding	CG1090
FBgn0034060	1589.95322938832	-0.115087754362803	0.0951212302488094	-1.2099060752449	0.226314935772071	0.577537023411264	chr2R	16001180	16006901	+	protein_coding	CG8370
FBgn0004636	5535.89243299641	0.117372833181208	0.0970494901856016	1.20941215617659	0.226504540729902	0.577850422251366	chr3L	1859114	1862239	-	protein_coding	Rap1
FBgn0050104	13.9992132108106	-0.276905046889877	0.229302423854354	-1.20759755712726	0.227202099333104	0.579456803440955	chr2R	17485001	17493169	+	protein_coding	NT5E-2
FBgn0031266	1360.00423093748	-0.114136933275319	0.0945291417965578	-1.20742589117079	0.227268169468866	0.579456803440955	chr2L	568339	572907	+	protein_coding	Sf3b1
FBgn0000308	18091.6119079303	0.116924130872267	0.0968728717967067	1.20698528601112	0.227437810585905	0.579718473594185	chr2L	5972114	5981018	-	protein_coding	chic
FBgn0037249	9274.60039357092	-0.105299730349681	0.0872934754794304	-1.20627263116009	0.227712386879374	0.580247381117368	chr3R	4429797	4433895	-	protein_coding	eIF3a
FBgn0037370	530.396482007233	0.138794829323449	0.115214469167127	1.20466492035924	0.228332683506725	0.581046089482309	chr3R	5736747	5738013	+	protein_coding	CG1236
FBti0061704	64.763737341101	0.258749748060148	0.214707391783462	1.20512734056732	0.228154146602222	0.581046089482309	chr3R	4268509	4269121	-	transposable_element	NA
FBgn0030666	14.1504173863133	-0.276977594347705	0.229878736358469	-1.20488566596169	0.228247442909543	0.581046089482309	chrX	15675475	15677737	+	protein_coding	CG12708
FBgn0024994	620.21451806192	-0.163103139116982	0.135401383713816	-1.20458989888698	0.228361658101936	0.581046089482309	chrX	2701123	2703852	-	protein_coding	Ugalt
FBgn0032191	1176.18339944906	-0.141414338018462	0.117373006538621	-1.20482845407841	0.228269533019746	0.581046089482309	chr2L	10204756	10206961	-	protein_coding	Snx17
FBgn0030605	645.702925839211	-0.14080269443487	0.116926397308588	-1.2041993739298	0.228512527916263	0.581179418428152	chrX	15063732	15064926	+	protein_coding	ND-B18
FBgn0032919	1366.15075961579	-0.117168839335644	0.0973077048047047	-1.20410649465836	0.228548420008389	0.581179418428152	chr2L	21143228	21145146	+	protein_coding	CG9253
FBgn0030520	5438.84187272551	0.125597040145126	0.104334758374377	1.20378905459727	0.228671121258963	0.581320561272786	chrX	13745576	13755406	-	protein_coding	Pdcd4
FBgn0052109	137.796197274939	0.204110712495358	0.169640395572093	1.20319639556969	0.228900329404277	0.581561453649457	chr3L	12745343	12746770	+	protein_coding	CG32109
FBgn0031149	4811.99469096962	0.127346487602989	0.105837515556776	1.20322635062871	0.228888740500504	0.581561453649457	chrX	21049884	21053937	-	protein_coding	Stt3A
FBgn0035529	199.672088630333	-0.190272586217318	0.15821390359897	-1.20262873166702	0.229120024104964	0.581781100592061	chr3L	4292481	4293432	+	protein_coding	Fdx2
FBgn0025866	740.100137175212	-0.142773944448649	0.11877736975777	-1.20202985417017	0.229351961585323	0.581781100592061	chr3L	9888761	9893319	+	protein_coding	CalpB
FBgn0030136	18894.7537579777	-0.145970896654082	0.121378487862484	-1.20260928624733	0.229127552440388	0.581781100592061	chrX	9554622	9555661	+	protein_coding	RpS28b
FBgn0000163	958.832413403831	-0.143805093741276	0.119645054416018	-1.20193094853091	0.229390282524508	0.581781100592061	chrX	17160005	17200728	+	protein_coding	baz
FBti0060174	46.5379643696916	-0.276373330015076	0.229922708769525	-1.20202711378159	0.229353023286112	0.581781100592061	chr2L	22276996	22278015	-	transposable_element	NA
FBgn0086445	287.353464724872	0.167139968348122	0.139031516145146	1.20217324087606	0.229296414569182	0.581781100592061	chr2L	19127259	19129326	+	protein_coding	l(2)37Cd
FBgn0039633	3478.25541592154	-0.15209814859817	0.126613805582519	-1.20127617915285	0.229644087503289	0.581965714463486	chr3R	29063039	29108948	+	protein_coding	CG11873
FBgn0035528	1239.69091557608	-0.141054119419786	0.117442426523636	-1.2010490892863	0.22973215985352	0.581965714463486	chr3L	4291207	4292246	-	protein_coding	CG15012
FBgn0015359	671.576315674949	-0.140315853902836	0.116821550510331	-1.20111275094254	0.229707467505532	0.581965714463486	chr3L	2257455	2258922	+	protein_coding	CG2034
FBgn0259791	259.617822199568	0.171166192120908	0.142466977024107	1.20144468350687	0.229578751920902	0.581965714463486	chr3L	18622691	18624751	+	protein_coding	bora
FBgn0037234	624.271567932434	0.133547739353764	0.111240734684516	1.20052910233388	0.229933917084094	0.582306298798155	chr3R	4319682	4326379	+	protein_coding	CG9795
FBgn0040294	697.633504878978	0.132245804085136	0.110228128322367	1.19974643584963	0.230237832670149	0.582749470275698	chr2R	17568731	17572322	+	protein_coding	POSH
FBgn0032530	9.86738279335826	0.256748228462094	0.214004740701587	1.19973149950033	0.230243635348785	0.582749470275698	chr2L	13541637	13542576	-	protein_coding	CG9263
FBgn0026174	20.0473562785872	0.280603608373836	0.23403556282672	1.19897850132116	0.230536305221321	0.583148998967733	chrX	19812728	19813384	+	protein_coding	SkpD
FBgn0029924	130.225617655633	0.212554136477579	0.177264978433379	1.19907574725745	0.230498493512172	0.583148998967733	chrX	6969917	6972265	+	protein_coding	CG4586
FBgn0035452	468.006534414886	0.143262623498847	0.119545918953327	1.19838991370989	0.230765257256163	0.583557509653045	chr3L	3612191	3615244	+	protein_coding	CG10359
FBgn0037084	178.214694615554	-0.195671828586406	0.163348314115475	-1.19788091873468	0.230963379168259	0.583887841374814	chr2R	11219538	11222480	+	protein_coding	Syx6
FBgn0040837	190.375834522525	-0.202384572215821	0.169050008835978	-1.19718758732622	0.231233446855272	0.584399809741442	chr3L	7158098	7158874	+	protein_coding	CG8620
FBgn0261822	7837.38839491585	-0.100099424651637	0.0836498040609829	-1.19664864461203	0.231443531695041	0.584759927772722	chr2L	8083419	8116531	+	protein_coding	Bsg
FBgn0038168	712.977282305625	0.129401609281954	0.108194407359998	1.19601014913268	0.231692598520827	0.585051285291836	chr3R	13679439	13687210	-	protein_coding	omd
FBgn0035512	16.0089843171436	0.27680236367349	0.231473464261582	1.19582762782987	0.231763832115895	0.585051285291836	chr3L	4211963	4212915	-	protein_coding	Cpr64Ac
FBgn0015298	431.227564736378	0.144071185580985	0.120472149807994	1.19588789451008	0.231740309786924	0.585051285291836	chr3L	7347309	7348034	-	protein_coding	Srp19
FBgn0031497	3345.10064965116	0.120578751981414	0.100847043825536	1.19565975766244	0.231829361458839	0.585051285291836	chr2L	3035492	3037403	-	protein_coding	SerRS
FBgn0025455	3258.96661855295	-0.149733053789125	0.125263583776951	-1.19534384435101	0.23195271619225	0.585063316796615	chr3L	17551003	17557788	-	protein_coding	CycT
FBgn0030396	31.9863880359706	0.275263600084376	0.230288073092708	1.19530115645009	0.231969388118413	0.585063316796615	chrX	12497187	12516565	+	protein_coding	CG2556
FBgn0028693	914.569916721846	0.140300472403377	0.117400780523403	1.1950557038708	0.232065267089411	0.58513454549417	chr3L	16583027	16584022	+	protein_coding	Rpn12
FBgn0028499	198.118014524073	0.182581818354746	0.152843547540108	1.19456674025991	0.232256350453645	0.585275178495335	chr3R	18199856	18215001	+	protein_coding	CG7985
FBgn0027532	936.504370195438	-0.138831537889692	0.116209303537274	-1.19466801421077	0.232216764175834	0.585275178495335	chr3L	22067269	22071848	-	protein_coding	CG7139
FBgn0039019	268.406212123611	0.163617670872733	0.13705601272395	1.19380148029172	0.232555632496801	0.585392094836925	chr3R	22745619	22746605	+	protein_coding	HP1c
FBgn0039240	1073.90372653881	-0.123482568915942	0.103440373115047	-1.19375602772241	0.23257341694076	0.585392094836925	chr3R	24871201	24876654	-	protein_coding	CG3744
FBgn0051151	2648.43026492424	-0.114533552662261	0.0959141972682852	-1.19412512354032	0.232429026954017	0.585392094836925	chr3R	22710882	22721150	-	protein_coding	wge
FBgn0037262	607.287553174071	0.14963377607776	0.125329953267339	1.19391870958875	0.232509768083592	0.585392094836925	chr3R	4641962	4643292	+	protein_coding	MED31
FBgn0066084	18145.6249515038	0.259804447999781	0.217695751274382	1.19342911599742	0.232701357684311	0.585543759548276	chr2R	24903415	24903935	-	protein_coding	RpL41
FBti0062671	16.7041694725935	0.277679096892504	0.232856855560605	1.1924883904491	0.233069800237921	0.58630033203206	chr3L	23654284	23655248	+	transposable_element	NA
FBgn0038034	362.366037365571	-0.167692995530392	0.140669575843871	-1.19210564561959	0.233219823608524	0.586336731774874	chr3R	12396006	12398929	-	protein_coding	Cyp9f3
FBgn0260962	2843.34389416961	-0.107834527393895	0.0904463924317003	-1.19224796583595	0.233164030774242	0.586336731774874	chr3R	13052244	13056725	+	protein_coding	pic
FBgn0035537	25.9091070434814	0.27652529721933	0.232005088503084	1.1918932425297	0.233303108166002	0.5863757085253	chr3L	4366493	4367458	-	protein_coding	CG11342
FBgn0029990	18.2095322784975	-0.278614224645143	0.233804868139942	-1.19165279517781	0.233397414498364	0.586442356324527	chrX	8035740	8037517	-	protein_coding	CG2233
FBgn0023388	1492.92201798774	-0.106289297781935	0.0892258473637906	-1.19123887216866	0.233559823369484	0.586680032511442	chr2L	21134438	21142347	-	protein_coding	Dap160
FBgn0030961	19.7520582680585	0.278609986499859	0.234014676000192	1.19056629807111	0.233823888679574	0.587172847885921	chrX	18806693	18812002	+	protein_coding	CG7058
FBgn0051472	59.9936708364522	0.247296396195229	0.207777853566779	1.19019612509256	0.233969315839368	0.587367542462674	chr3R	7810531	7811912	+	protein_coding	sgll
FBgn0033737	602.031256404724	-0.133606274074944	0.112309222059481	-1.18962870212193	0.234192359576412	0.587586456698243	chr2R	12428448	12431099	-	protein_coding	Nup54
FBgn0284408	11182.2452542399	0.139008984350983	0.116850315377263	1.18963294110229	0.234190692751343	0.587586456698243	chrX	2470459	2545427	-	protein_coding	trol
FBgn0003139	664.231987979699	0.146260698304788	0.122979076443672	1.18931368273676	0.234316253032037	0.587726849805784	chrX	6371064	6372915	-	protein_coding	PpV
FBgn0039182	1055.2402043245	-0.121123584072542	0.101985527842184	-1.18765462742883	0.234969506379669	0.588512217628987	chr3R	24328454	24333316	-	protein_coding	CG5728
FBti0059684	28.2804191277808	-0.276442061661624	0.232751882628027	-1.18771138836896	0.234947135466423	0.588512217628987	chr2R	4889096	4895686	-	transposable_element	NA
FBgn0045800	146.20690976822	0.238969180803212	0.201155677538937	1.1879812875625	0.234840782044276	0.588512217628987	chr2R	17699096	17703344	+	ncRNA	Uhg1
FBgn0030872	468.359959790205	0.156353018268243	0.131637549670825	1.18775393996031	0.234930365803757	0.588512217628987	chrX	17844948	17848223	+	protein_coding	Ucp4A
FBgn0031609	223.414729044758	0.182873985430568	0.153937920274809	1.18797230145829	0.234844322458109	0.588512217628987	chr2L	4461656	4463447	-	protein_coding	CG15443
FBgn0030722	27.2705459837426	0.274952890907374	0.231719273721391	1.18657756211495	0.23539429074968	0.589405501961065	chrX	16061901	16062898	-	protein_coding	CG12395
FBgn0052448	81.3986497202717	0.234851036781575	0.198018842488287	1.18600348244873	0.235620924261932	0.589637381588778	chr3L	21827773	21828480	-	protein_coding	CG32448
FBgn0033665	209.470308910346	-0.172707295256882	0.145643142216985	-1.18582511080114	0.235691372735406	0.589637381588778	chr2R	11899516	11901394	+	protein_coding	Zip48C
FBgn0000351	35.060416144888	0.267665455301564	0.225690133381543	1.18598651740375	0.235627624021411	0.589637381588778	chr2L	6674681	6676635	-	protein_coding	cort
FBgn0034849	327.794813178521	0.197612754069464	0.166722341578527	1.18528058206517	0.235906528358036	0.590005023655787	chr2R	23356371	23357565	-	protein_coding	CG3500
FBgn0033915	1136.06069240588	0.112098690107138	0.094735523430836	1.1832804216148	0.236698029436946	0.591813483427463	chr2R	14235786	14239703	-	protein_coding	CG8485
FBgn0031114	968.736722359265	0.138761219302883	0.117324483141164	1.18271323757656	0.236922816088442	0.592204357694629	chrX	20424068	20426402	+	protein_coding	cactin
FBgn0042696	22.3152910840343	-0.276811892281072	0.234133417618128	-1.1822827134081	0.237093542335984	0.592459917605026	chr4	268174	276369	-	protein_coding	NfI
FBgn0029088	1135.88469603476	0.117761096474898	0.0996421598584442	1.18184006290304	0.237269167964526	0.592556458447204	chr3R	5849696	5856311	-	protein_coding	disp
FBgn0003209	1007.35109759503	0.113019586567454	0.0956289532950385	1.18185531340871	0.23726311565869	0.592556458447204	chr2L	8709879	8740660	-	protein_coding	raw
FBgn0037151	132.210123580529	0.204579382136794	0.17318628777367	1.18126778260961	0.237496361608594	0.592610621366007	chr3L	22075055	22075756	-	protein_coding	CG7130
FBgn0033349	1215.03046772669	-0.111540122770086	0.0944201173961709	-1.18131734895099	0.237476677835677	0.592610621366007	chr2R	8922784	8925346	+	protein_coding	CG8243
FBgn0285892	616.898739403847	-0.154419696003952	0.130688526484	-1.18158571496984	0.237370124402631	0.592610621366007	chr2R	9891954	9898513	+	protein_coding	tea
FBgn0038894	9.27449470008119	-0.255804927535971	0.216820172594449	-1.17980225029357	0.238078874333869	0.592651362631745	chr3R	21664388	21666676	+	protein_coding	CG15497
FBgn0010774	1575.08705951778	-0.120849966168746	0.102342305277222	-1.18084076610734	0.237665986030548	0.592651362631745	chr3R	7077903	7080387	-	protein_coding	Ref1
FBgn0036816	3832.22648104981	-0.117457834285447	0.099567907593806	-1.17967563167667	0.238129249394052	0.592651362631745	chr3L	18828631	18846267	-	protein_coding	Indy
FBgn0026630	972.785587274034	-0.119065408671356	0.100865401579279	-1.1804385528349	0.237825836070211	0.592651362631745	chr3L	19257281	19260679	-	protein_coding	nes
FBgn0027080	1478.84559953585	-0.115776920802921	0.0981223956722205	-1.17992350278193	0.238030641234411	0.592651362631745	chr3L	16417348	16419302	-	protein_coding	TyrRS
FBgn0000546	922.124149654422	-0.14405369302209	0.122092365022876	-1.17987470383672	0.238050052166142	0.592651362631745	chr2R	6087872	6169087	-	protein_coding	EcR
FBgn0266376	309.108425725701	0.230434693179642	0.195279496698591	1.18002502605438	0.237990261538887	0.592651362631745	chrX	13304004	13308004	+	ncRNA	lncRNA:CR45018
FBgn0264562	37.8396217437298	0.271760270864035	0.230362147400933	1.17970887982326	0.238116020931501	0.592651362631745	chrX	1941939	2007956	+	protein_coding	Hr4
FBgn0032705	409.423216877993	-0.153603470493928	0.130142919082585	-1.18026759793559	0.237893800993056	0.592651362631745	chr2L	18708845	18711297	+	protein_coding	Grip71
FBgn0265177	141.970292357444	0.205437551875885	0.174195245511001	1.17935223359992	0.23825794707438	0.592801121696999	chr2R	16196383	16196928	+	protein_coding	CG44242
FBgn0033482	2728.27289767741	-0.120043238124219	0.101863107347055	-1.17847610632201	0.238606852439233	0.593327933444037	chr2R	10070980	10075645	-	protein_coding	CG1371
FBgn0032891	51.744408296406	0.250792259682233	0.212802613896437	1.17852057871941	0.238589133250008	0.593327933444037	chr2L	20832848	20835840	-	protein_coding	Oseg5
FBgn0086681	23.9587272823824	-0.275151175779614	0.23353834916827	-1.17818412590285	0.238723209603131	0.593446691458817	chr2L	18675182	18676998	-	protein_coding	Mst36Fa
